cms_id,fyear,system,prov_type,own_type,cbsa,urban_rural
400019,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400021,2018,,Short-Term,Church,"San Germn, PR",Urban
400022,2018,,Short-Term,Private (Not For Profit),"Ponce, PR",Urban
414003,2018,,Psychiatric Hospitals,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
400032,2018,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400026,2016,,Short-Term,Private (Not For Profit),"Guayama, PR",Urban
400044,2017,SISTEMA DE SALUD EPISCOPAL SAN LUCAS,Short-Term,Church,"Ponce, PR",Urban
400048,2018,SISTEMA DE SALUD EPISCOPAL SAN LUCAS,Short-Term,Church,"Ponce, PR",Urban
400061,2018,,Short-Term,State,"San Juan-Carolina-Caguas, PR",Urban
400079,2018,,Short-Term,Other,"Aguadilla-Isabela, PR",Urban
400087,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),"Arecibo, PR",Urban
400098,2017,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400102,2018,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400104,2018,MENNONITE GENERAL HOSPITAL SYSTEM,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400105,2018,,Short-Term,State,"San Juan-Carolina-Caguas, PR",Urban
400106,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400109,2017,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400110,2017,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),"Ponce, PR",Urban
400103,2018,,Short-Term,Private (For Profit),"Mayagez, PR",Urban
400111,2017,,Short-Term,Private (Not For Profit),"Aguadilla-Isabela, PR",Urban
400112,2018,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400113,2018,,Short-Term,Private (Not For Profit),"Ponce, PR",Urban
400114,2018,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400115,2017,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400117,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Arecibo, PR",Urban
400118,2017,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400120,2018,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400121,2015,,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400122,2018,PROFESSIONAL HOSPITALS,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400123,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Mayagez, PR",Urban
400124,2018,,Short-Term,State,"San Juan-Carolina-Caguas, PR",Urban
400125,2018,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400126,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),"San Germn, PR",Urban
400127,2018,,Short-Term,Local,"San Juan-Carolina-Caguas, PR",Urban
400128,2017,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400131,2018,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400132,2018,,Short-Term,State,"San Juan-Carolina-Caguas, PR",Urban
400134,2017,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
403025,2017,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
403026,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
403027,2018,,Rehabilitation Hospitals,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
403301,2018,,Childrens Hospitals,State,"San Juan-Carolina-Caguas, PR",Urban
404004,2018,UNIVERSAL HEALTH SERVICES  INC.,Psychiatric Hospitals,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400130,2017,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),"Aguadilla-Isabela, PR",Urban
404005,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
404007,2018,,Psychiatric Hospitals,Private (For Profit),"San Germn, PR",Urban
404009,2018,,Psychiatric Hospitals,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
404008,2017,N,Psychiatric Hospitals,Private (For Profit),"Ponce, PR",Urban
410001,2018,CARE NEW ENGLAND,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410004,2017,PROSPECT MEDICAL HOLDINGS,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410005,2017,PROSPECT MEDICAL HOLDINGS,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410006,2018,LIFESPAN,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410007,2018,LIFESPAN,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410008,2018,,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410009,2018,CARE NEW ENGLAND,Short-Term,Private (For Profit),"Providence-Warwick, RI-MA",Urban
410010,2018,CARE NEW ENGLAND,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410011,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410012,2018,LIFESPAN,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
410013,2018,YALE NEW HAVEN HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
412001,2018,,Long-Term Hospitals,State,"Providence-Warwick, RI-MA",Urban
413025,2018,PRIME HEALTHCARE SERVICES,Rehabilitation Hospitals,Private (For Profit),"Providence-Warwick, RI-MA",Urban
414000,2018,CARE NEW ENGLAND,Psychiatric Hospitals,Private (Not For Profit),"Providence-Warwick, RI-MA",Urban
420002,2018,TENET HEALTHCARE,Short-Term,Private (For Profit),"Charlotte-Concord-Gastonia, NC-SC",Urban
420004,2018,MEDICAL UNIVERSITY OF SOUTH CAROLINA HEALTH SYSTEM,Short-Term,State,"Charleston-North Charleston, SC",Urban
420005,2018,MCLEOD HEALTH,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420007,2018,SPARTANBURG REGIONAL HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,"Spartanburg, SC",Urban
420009,2018,GREENVILLE HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420010,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (For Profit),"Florence, SC",Urban
420011,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420015,2018,GREENVILLE HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420016,2015,,Short-Term,Private (For Profit),Rural South Carolina,Rural
420018,2018,PALMETTO HEALTH,Short-Term,Private (Not For Profit),"Columbia, SC",Urban
420019,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Charlotte-Concord-Gastonia, NC-SC",Urban
420020,2018,TIDELANDS HEALTH,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420023,2018,BON SECOURS HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420026,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),"Columbia, SC",Urban
420027,2018,CAROLINAS HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420030,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),Rural South Carolina,Rural
420033,2018,GREENVILLE HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420036,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Charlotte-Concord-Gastonia, NC-SC",Urban
420037,2018,GREENVILLE HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420039,2015,,Short-Term,Hospital District or Authority,"Spartanburg, SC",Urban
420038,2018,GREENVILLE HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420043,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420048,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (For Profit),"Columbia, SC",Urban
420049,2018,,Short-Term,Private (Not For Profit),"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Urban
420051,2018,MCLEOD HEALTH,Short-Term,Other,"Florence, SC",Urban
420053,2018,,Short-Term,Other,Rural South Carolina,Rural
420055,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural South Carolina,Rural
420057,2018,MCLEOD HEALTH,Short-Term,Private (Not For Profit),"Florence, SC",Urban
420062,2015,CHS/COMMUNITY HEALTH SYSTEMS  INC,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420065,2018,BON SECOURS HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Charleston-North Charleston, SC",Urban
420071,2018,,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420066,2018,,Short-Term,Private (Not For Profit),"Florence, SC",Urban
420067,2018,,Short-Term,Other,"Hilton Head Island-Bluffton-Beaufort, SC",Urban
420068,2018,,Short-Term,Local,Rural South Carolina,Rural
420069,2016,,Short-Term,Hospital District or Authority,Rural South Carolina,Rural
420070,2018,PALMETTO HEALTH,Short-Term,Private (Not For Profit),"Sumter, SC",Urban
420072,2018,,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420073,2018,,Short-Term,Hospital District or Authority,"Columbia, SC",Urban
420078,2018,GREENVILLE HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420079,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Charleston-North Charleston, SC",Urban
420080,2017,TENET HEALTHCARE,Short-Term,Private (For Profit),"Hilton Head Island-Bluffton-Beaufort, SC",Urban
420082,2018,UNIVERSAL HEALTH SERVICES,Short-Term,Private (For Profit),"Augusta-Richmond County, GA-SC",Urban
420083,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Spartanburg, SC",Urban
420085,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Urban
420086,2018,PALMETTO HEALTH,Short-Term,Private (Not For Profit),"Columbia, SC",Urban
420087,2018,BON SECOURS HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Charleston-North Charleston, SC",Urban
420089,2018,TENET HEALTHCARE,Short-Term,Private (For Profit),"Charleston-North Charleston, SC",Urban
420091,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Florence, SC",Urban
420098,2018,TIDELANDS HEALTH,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420101,2018,TENET HEALTHCARE,Short-Term,Private (For Profit),"Hilton Head Island-Bluffton-Beaufort, SC",Urban
420103,2018,SPARTANBURG REGIONAL HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,"Greenville-Anderson-Mauldin, SC",Urban
420102,2018,GREENVILLE HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
420104,2018,BON SECOURS HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Charleston-North Charleston, SC",Urban
420105,2018,MCLEOD HEALTH,Short-Term,Private (Not For Profit),"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Urban
420106,2018,PALMETTO HEALTH,Short-Term,Private (Not For Profit),"Columbia, SC",Urban
420108,2018,SPARTANBURG REGIONAL HEALTHCARE SYSTEM,Short-Term,Other,"Spartanburg, SC",Urban
420107,2018,MCLEOD HEALTH,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
420109,2018,MCLEOD HEALTH,Short-Term,Private (Not For Profit),Rural South Carolina,Rural
421300,2018,,Critical Access Hospitals,Local,Rural South Carolina,Rural
421301,2018,,Critical Access Hospitals,Local,Rural South Carolina,Rural
421302,2017,,Critical Access Hospitals,Other,"Columbia, SC",Urban
421303,2018,,Critical Access Hospitals,Private (Not For Profit),Rural South Carolina,Rural
421304,2018,,Critical Access Hospitals,Local,"Augusta-Richmond County, GA-SC",Urban
422005,2018,VIBRA MANAGEMENT LLC,Long-Term Hospitals,Private (For Profit),"Charleston-North Charleston, SC",Urban
422006,2018,CHC COMMUNITY CARE CORP  LLC,Long-Term Hospitals,Private (Not For Profit),"Columbia, SC",Urban
422004,2018,SPARTANBURG REGIONAL HEALTHCARE SYS,Long-Term Hospitals,Hospital District or Authority,"Spartanburg, SC",Urban
422007,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Florence, SC",Urban
422008,2018,UPSTATE AFFILIATE ORGANIZATION,Long-Term Hospitals,Other,"Greenville-Anderson-Mauldin, SC",Urban
422009,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Greenville-Anderson-Mauldin, SC",Urban
423026,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Florence, SC",Urban
423027,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Charleston-North Charleston, SC",Urban
423028,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Charlotte-Concord-Gastonia, NC-SC",Urban
423029,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Greenville-Anderson-Mauldin, SC",Urban
423025,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Columbia, SC",Urban
423031,2018,ERNEST HEALTH INC,Rehabilitation Hospitals,Private (For Profit),"Spartanburg, SC",Urban
423030,2018,ERNEST HEALTH INC,Rehabilitation Hospitals,Private (For Profit),Rural South Carolina,Rural
424002,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Urban
424003,2015,,Psychiatric Hospitals,State,"Columbia, SC",Urban
423300,2017,,Childrens Hospitals,Private (Not For Profit),"Greenville-Anderson-Mauldin, SC",Urban
424005,2018,SC DEPT. OF MENTAL HEALTH,Psychiatric Hospitals,State,"Columbia, SC",Urban
424006,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Charleston-North Charleston, SC",Urban
424007,2018,,Psychiatric Hospitals,Private (For Profit),"Greenville-Anderson-Mauldin, SC",Urban
424008,2018,UNIVERSAL HEALTH SERVICES INC,Psychiatric Hospitals,Private (For Profit),"Columbia, SC",Urban
424010,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Greenville-Anderson-Mauldin, SC",Urban
424011,2018,SC DEPT OF MENTAL HEALTH,Psychiatric Hospitals,Physician Ownership,"Greenville-Anderson-Mauldin, SC",Urban
424013,2018,,Psychiatric Hospitals,Private (Not For Profit),Rural South Carolina,Rural
424014,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"Charlotte-Concord-Gastonia, NC-SC",Urban
430005,2018,,Short-Term,Private (Not For Profit),Rural South Dakota,Rural
430008,2017,,Short-Term,Local,Rural South Dakota,Rural
430012,2018,AVERA HEALTH,Short-Term,Private (Not For Profit),Rural South Dakota,Rural
430013,2018,AVERA HEALTH,Short-Term,Private (Not For Profit),Rural South Dakota,Rural
430014,2018,AVERA HEALTH,Short-Term,Church,Rural South Dakota,Rural
430015,2018,AVERA HEALTH,Short-Term,Private (Not For Profit),Rural South Dakota,Rural
430016,2018,AVERA HEALTH,Short-Term,Private (Not For Profit),"Sioux Falls, SD",Urban
430027,2018,SANFORD HEALTH,Short-Term,Private (Not For Profit),"Sioux Falls, SD",Urban
430048,2018,REGIONAL HEALTH,Short-Term,Private (Not For Profit),Rural South Dakota,Rural
430077,2018,REGIONAL HEALTH,Short-Term,Private (Not For Profit),"Rapid City, SD",Urban
430081,2017,INDIAN HEALTH SERVICE,Short-Term,Federal,Rural South Dakota,Rural
430082,2017,INDIAN HEALTH SERVICE,Short-Term,Federal,"Rapid City, SD",Urban
430083,2017,INDIAN HEALTH SERVICE,Short-Term,Federal,Rural South Dakota,Rural
430084,2017,INDIAN HEALTH SERVICE,Short-Term,Federal,Rural South Dakota,Rural
430091,2018,MEDICAL FACILITIES CORPORATION,Short-Term,Physician Ownership,"Rapid City, SD",Urban
430092,2015,,Short-Term,Physician Ownership,Rural South Dakota,Rural
430095,2018,AVERA HEALTH,Short-Term,Private (For Profit),"Sioux Falls, SD",Urban
430096,2017,AVERA HEALTH,Short-Term,Physician Ownership,Rural South Dakota,Rural
430097,2018,SANFORD HEALTH,Short-Term,Private (Not For Profit),Rural South Dakota,Rural
431300,2018,,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
430089,2017,TENET HEALTHCARE,Short-Term,Private (For Profit),"Sioux City, IA-NE-SD",Urban
430090,2017,MEDICAL FACILITIES CORPORATION,Short-Term,Private (For Profit),"Sioux Falls, SD",Urban
430093,2018,REGIONAL HEALTH,Short-Term,Private (For Profit),"Rapid City, SD",Urban
431301,2018,,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431302,2018,AVERA HEALTH,Critical Access Hospitals,Church,Rural South Dakota,Rural
431305,2018,,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431307,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431306,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431308,2018,AVERA HEALTH,Critical Access Hospitals,Local,Rural South Dakota,Rural
431309,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431310,2018,AVERA MCKENNAN HOSPITAL,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431311,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431312,2018,AVERA HEALTH,Critical Access Hospitals,Private (For Profit),Rural South Dakota,Rural
431313,2018,,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431314,2018,,Critical Access Hospitals,Other,Rural South Dakota,Rural
431315,2018,AVERA HEALTH,Critical Access Hospitals,Other,Rural South Dakota,Rural
431316,2017,,Critical Access Hospitals,Local,Rural South Dakota,Rural
431317,2018,AVERA HEALTH,Critical Access Hospitals,Local,Rural South Dakota,Rural
431318,2018,,Critical Access Hospitals,Local,Rural South Dakota,Rural
431319,2017,REGIONAL HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431320,2018,REGIONAL HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431321,2018,REGIONAL HEALTH,Critical Access Hospitals,Other,"Rapid City, SD",Urban
431322,2017,,Critical Access Hospitals,Local,Rural South Dakota,Rural
431323,2018,REGIONAL HEALTH,Critical Access Hospitals,Private (Not For Profit),"Rapid City, SD",Urban
431324,2018,AVERA QUEEN OF PEACE,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431325,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431326,2018,AVERA MCKENNAN HOSPITAL,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431327,2018,AVERA HEALTH,Critical Access Hospitals,Local,Rural South Dakota,Rural
431328,2017,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),"Sioux Falls, SD",Urban
431329,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431330,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431331,2018,AVERA MCKENNAN HOSPITAL,Critical Access Hospitals,Private (Not For Profit),"Sioux Falls, SD",Urban
431332,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431333,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),"Sioux Falls, SD",Urban
431334,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431335,2018,,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
440011,2018,,Short-Term,Local,"Knoxville, TN",Urban
431336,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431337,2018,AVERA MCKENNAN HOSPITAL,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431338,2018,AVERA MCKENNAN HOSPITAL,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
431339,2018,,Critical Access Hospitals,Private (Not For Profit),Rural South Dakota,Rural
432002,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Sioux Falls, SD",Urban
434003,2018,,Psychiatric Hospitals,State,Rural South Dakota,Rural
433300,2017,,Childrens Hospitals,Private (Not For Profit),"Sioux Falls, SD",Urban
440002,2018,WEST TENNESSEE HEALTHCARE,Short-Term,Hospital District or Authority,"Jackson, TN",Urban
440001,2018,MOUNTAIN STATES HEALTH ALLIANCE,Short-Term,Private (Not For Profit),"Johnson City, TN",Urban
440003,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),"Nashville-Davidson--Murfreesboro--Franklin, TN",Urban
